richiesta_id,cliente_id,fornitore_id,operatore_id,data_apertura,data_chiusura,stato,priorita_richiesta,importo_base,iva_22,importo_totale,tempo_chiusura_giorni,prolungata,nome_operatore,ruolo,categoria_servizio_x,zona_x,seniority,capacita_massima,richieste_attive,saturazione,latitudine,longitudine,zona_y,settore,data_iscrizione,fascia_cliente,nome,categoria_servizio_y,zona
224,535,53,37,28/05/2025,17/06/2025,Chiusa,Alta,12590,27698,153598,20,False,Stefano Barbieri,Senior Recruiter,Finance,Centro,Mid,8,7,0,88,433188,Sud,Consulting,13/08/2025,Enterprise,Executive Search Italia,Finance,Sud
225,206,343,37,31/10/2024,09/11/2024,Conclusa,Media,7583,166826,925126,9,False,Stefano Barbieri,Senior Recruiter,Finance,Centro,Mid,8,7,0,88,433188,Sud,Reinsurance,13/10/2023,Medium,Executive Search Italia,Finance,Sud
226,203,321,37,19/12/2025,,Assegnata,Alta,13960,30712,170312,32,True,Stefano Barbieri,Senior Recruiter,Finance,Centro,Mid,8,7,0,88,433188,Sud,Real Estate,17/07/2023,Medium,Talent Partners,IT,Sud
227,527,189,37,09/10/2024,12/10/2024,Completata,Bassa,3798,83556,463356,3,False,Stefano Barbieri,Senior Recruiter,Finance,Centro,Mid,8,7,0,88,433188,Sud,Finance,20/03/2026,Enterprise,Strategic Search Partners,Compliance,Sud
228,498,53,37,30/06/2025,16/07/2025,Chiusa,Alta,14133,310926,1724226,16,False,Stefano Barbieri,Senior Recruiter,Finance,Centro,Mid,8,7,0,88,433188,Sud,Insurance,07/10/2025,Enterprise,Executive Search Italia,Finance,Sud
229,96,146,38,23/01/2024,03/02/2024,Conclusa,Bassa,2048,45056,249856,11,False,Silvia Fontana,HR Consultant,Compliance,Sud,Senior,12,3,0,25,373111,Nord,Finance,12/03/2023,Small,Alpha Talent Network,Risk Management,Nord
230,256,59,38,23/10/2024,20/11/2024,Completata,Alta,13721,301862,1673962,28,True,Silvia Fontana,HR Consultant,Compliance,Sud,Senior,12,3,0,25,373111,Nord,Insurance,13/11/2023,Medium,Strategic Search Partners,Compliance,Nord
231,201,326,38,12/04/2025,01/05/2025,Chiusa,Media,7878,173316,961116,19,False,Silvia Fontana,HR Consultant,Compliance,Sud,Senior,12,3,0,25,373111,Nord,Real Estate,25/01/2023,Medium,Alpha Talent Network,IT,Nord
232,454,328,38,07/01/2025,25/01/2025,Conclusa,Media,6727,147994,820694,18,False,Silvia Fontana,HR Consultant,Compliance,Sud,Senior,12,3,0,25,373111,Nord,Reinsurance,25/09/2025,Enterprise,Global Recruitment Services,IT,Nord
233,421,8,38,29/09/2025,18/10/2025,Completata,Media,7825,17215,95465,19,False,Silvia Fontana,HR Consultant,Compliance,Sud,Senior,12,3,0,25,373111,Nord,Reinsurance,18/11/2025,Medium,Global Recruitment Services,Sales,Nord
234,6,447,38,31/01/2025,25/02/2025,Chiusa,Alta,12671,278762,1545862,25,True,Silvia Fontana,HR Consultant,Compliance,Sud,Senior,12,3,0,25,373111,Nord,Real Estate,29/10/2024,Small,People First Consulting,Risk Management,Nord
235,24,379,38,17/08/2024,24/08/2024,Conclusa,Bassa,2988,65736,364536,7,False,Silvia Fontana,HR Consultant,Compliance,Sud,Senior,12,3,0,25,373111,Nord,Reinsurance,20/10/2023,Small,Strategic Search Partners,Risk Management,Nord
236,591,372,39,16/11/2024,30/11/2024,Completata,Media,7528,165616,918416,14,False,Gabriele Rossi,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,6,1,427635,111124,Sud,Reinsurance,22/04/2026,Enterprise,HR Consulting Group,Finance,Sud
237,273,104,39,11/05/2024,05/06/2024,Chiusa,Media,7834,172348,955748,25,True,Gabriele Rossi,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,6,1,427635,111124,Sud,Insurance,05/11/2023,Medium,Recruiting Solutions,Finance,Sud
238,563,200,39,25/04/2024,28/04/2024,Conclusa,Bassa,2089,45958,254858,3,False,Gabriele Rossi,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,6,1,427635,111124,Sud,Consulting,23/12/2025,Enterprise,NextGen Talent Advisors,Finance,Sud
239,542,202,39,10/07/2025,,In attesa cliente,Alta,13653,300366,1665666,36,True,Gabriele Rossi,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,6,1,427635,111124,Sud,Real Estate,16/06/2026,Enterprise,HR Consulting Group,Finance,Sud
240,544,329,40,29/05/2024,06/06/2024,Completata,Bassa,2175,4785,26535,8,False,Anna Russo,Account Recruiter,Sales,Centro,Mid,8,2,0,25,42567,Sud,Consulting,04/12/2025,Enterprise,Strategic Search Partners,Risk Management,Sud
241,23,464,40,17/05/2024,20/06/2024,Chiusa,Alta,12618,277596,1539396,34,True,Anna Russo,Account Recruiter,Sales,Centro,Mid,8,2,0,25,42567,Sud,Reinsurance,10/04/2024,Small,Recruiting Solutions,Compliance,Sud
242,115,233,40,16/11/2024,23/11/2024,Conclusa,Bassa,3267,71874,398574,7,False,Anna Russo,Account Recruiter,Sales,Centro,Mid,8,2,0,25,42567,Sud,Reinsurance,28/09/2023,Small,Executive Search Italia,Finance,Sud
243,264,252,40,15/09/2024,23/09/2024,Completata,Bassa,2318,50996,282796,8,False,Anna Russo,Account Recruiter,Sales,Centro,Mid,8,2,0,25,42567,Sud,Consulting,11/05/2023,Medium,HR Consulting Group,Finance,Sud
244,112,174,41,03/09/2024,27/09/2024,Chiusa,Media,7502,165044,915244,24,True,Marco Esposito,Recruiter,IT,Sud,Senior,12,5,0,42,408518,Centro,IT,10/11/2024,Small,Recruiting Solutions,Compliance,Centro
245,86,439,41,25/07/2025,,In valutazione,Alta,14063,309386,1715686,39,True,Marco Esposito,Recruiter,IT,Sud,Senior,12,5,0,42,408518,Centro,Real Estate,28/09/2024,Small,Strategic Search Partners,IT,Centro
246,447,246,41,07/04/2024,16/04/2024,Conclusa,Bassa,2042,44924,249124,9,False,Marco Esposito,Recruiter,IT,Sud,Senior,12,5,0,42,408518,Centro,Insurance,05/06/2025,Medium,Alpha Talent Network,Sales,Centro
247,433,145,41,29/04/2024,17/05/2024,Completata,Media,7052,155144,860344,18,False,Marco Esposito,Recruiter,IT,Sud,Senior,12,5,0,42,408518,Centro,Reinsurance,30/03/2026,Medium,Career Advisory,Finance,Centro
248,472,481,41,30/04/2024,24/05/2024,Chiusa,Alta,13181,289982,1608082,24,True,Marco Esposito,Recruiter,IT,Sud,Senior,12,5,0,42,408518,Centro,IT,15/02/2026,Enterprise,Talent Partners,IT,Centro
249,502,600,41,06/05/2025,25/05/2025,Conclusa,Alta,13255,29161,161711,19,False,Marco Esposito,Recruiter,IT,Sud,Senior,12,5,0,42,408518,Centro,Insurance,17/08/2025,Enterprise,NextGen Talent Advisors,Sales,Centro
250,100,483,41,20/03/2024,16/04/2024,Completata,Alta,14385,31647,175497,27,True,Marco Esposito,Recruiter,IT,Sud,Senior,12,5,0,42,408518,Centro,Consulting,11/06/2023,Small,Executive Search Italia,Compliance,Centro
251,162,535,42,21/09/2025,01/10/2025,Chiusa,Media,7007,154154,854854,10,False,Luca Bianchi,Senior Recruiter,Finance,Nord,Junior,5,1,0,2,450703,Nord,Consulting,12/02/2023,Small,Career Advisory,Compliance,Nord
252,562,298,42,08/11/2025,05/12/2025,Conclusa,Alta,13442,295724,1639924,27,True,Luca Bianchi,Senior Recruiter,Finance,Nord,Junior,5,1,0,2,450703,Nord,Finance,17/02/2026,Enterprise,Global Recruitment Services,Risk Management,Nord
253,435,353,42,04/12/2025,23/12/2025,Completata,Alta,14084,309848,1718248,19,False,Luca Bianchi,Senior Recruiter,Finance,Nord,Junior,5,1,0,2,450703,Nord,Consulting,25/03/2025,Medium,Executive Search Italia,IT,Nord
254,186,13,42,06/05/2024,,In lavorazione,Alta,14203,312466,1732766,35,True,Luca Bianchi,Senior Recruiter,Finance,Nord,Junior,5,1,0,2,450703,Nord,Real Estate,12/09/2023,Small,Executive Search Italia,Compliance,Nord
255,96,183,42,25/06/2024,03/08/2024,Chiusa,Alta,12505,27511,152561,39,True,Luca Bianchi,Senior Recruiter,Finance,Nord,Junior,5,1,0,2,450703,Nord,Finance,12/03/2023,Small,Executive Search Italia,Finance,Nord
256,124,39,42,19/11/2025,27/11/2025,Conclusa,Media,6683,147026,815326,8,False,Luca Bianchi,Senior Recruiter,Finance,Nord,Junior,5,1,0,2,450703,Nord,Real Estate,18/12/2023,Small,Strategic Search Partners,Compliance,Nord
257,421,39,42,07/09/2025,01/10/2025,Completata,Alta,13271,291962,1619062,24,True,Luca Bianchi,Senior Recruiter,Finance,Nord,Junior,5,1,0,2,450703,Nord,Reinsurance,18/11/2025,Medium,Strategic Search Partners,Compliance,Nord
258,138,326,42,30/01/2025,14/02/2025,Chiusa,Media,7121,156662,868762,15,False,Luca Bianchi,Senior Recruiter,Finance,Nord,Junior,5,1,0,2,450703,Nord,IT,04/01/2023,Small,Alpha Talent Network,IT,Nord
259,216,11,43,19/07/2025,25/07/2025,Conclusa,Bassa,3230,7106,39406,6,False,Giulia Romano,HR Consultant,Compliance,Centro,Mid,8,4,0,5,437696,Centro,Real Estate,29/01/2023,Medium,Talent Partners,IT,Centro
260,530,331,43,17/04/2025,28/04/2025,Completata,Bassa,3983,87626,485926,11,False,Giulia Romano,HR Consultant,Compliance,Centro,Mid,8,4,0,5,437696,Centro,Real Estate,22/03/2026,Enterprise,Talent Partners,IT,Centro
261,269,498,43,24/04/2025,09/05/2025,Chiusa,Media,6109,134398,745298,15,False,Giulia Romano,HR Consultant,Compliance,Centro,Mid,8,4,0,5,437696,Centro,Insurance,24/11/2024,Medium,Global Recruitment Services,Finance,Centro
262,219,360,43,11/09/2025,30/09/2025,Conclusa,Media,7672,168784,935984,19,False,Giulia Romano,HR Consultant,Compliance,Centro,Mid,8,4,0,5,437696,Centro,IT,02/07/2023,Medium,NextGen Talent Advisors,Risk Management,Centro
263,72,16,44,07/01/2024,28/01/2024,Completata,Media,6762,148764,824964,21,True,Francesca Colombo,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,7,0,58,392238,Centro,Reinsurance,16/11/2024,Small,Alpha Talent Network,Risk Management,Centro
264,112,204,44,10/11/2024,20/11/2024,Chiusa,Bassa,3521,77462,429562,10,False,Francesca Colombo,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,7,0,58,392238,Centro,IT,10/11/2024,Small,Recruiting Solutions,IT,Centro
265,55,72,44,22/02/2024,18/03/2024,Conclusa,Alta,14403,316866,1757166,25,True,Francesca Colombo,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,7,0,58,392238,Centro,Reinsurance,18/02/2024,Small,HR Consulting Group,Compliance,Centro
266,344,27,44,01/04/2024,11/04/2024,Completata,Media,6879,151338,839238,10,False,Francesca Colombo,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,7,0,58,392238,Centro,Real Estate,16/06/2026,Medium,People First Consulting,IT,Centro
267,55,370,44,23/06/2024,01/07/2024,Chiusa,Media,6922,152284,844484,8,False,Francesca Colombo,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,7,0,58,392238,Centro,Reinsurance,18/02/2024,Small,NextGen Talent Advisors,IT,Centro
268,594,332,45,28/04/2024,08/05/2024,Conclusa,Bassa,3481,76582,424682,10,False,Alessandro Ricci,Account Recruiter,Sales,Nord,Junior,5,3,0,6,464983,Sud,Insurance,20/12/2025,Enterprise,HR Consulting Group,Risk Management,Sud
269,498,476,45,24/03/2024,15/04/2024,Completata,Media,7633,167926,931226,22,True,Alessandro Ricci,Account Recruiter,Sales,Nord,Junior,5,3,0,6,464983,Sud,Insurance,07/10/2025,Enterprise,Alpha Talent Network,Sales,Sud
270,12,452,45,19/05/2025,03/06/2025,Chiusa,Media,6940,15268,84668,15,False,Alessandro Ricci,Account Recruiter,Sales,Nord,Junior,5,3,0,6,464983,Sud,IT,21/02/2024,Small,HR Consulting Group,Sales,Sud
271,132,572,45,05/02/2024,29/02/2024,Conclusa,Media,7946,174812,969412,24,True,Alessandro Ricci,Account Recruiter,Sales,Nord,Junior,5,3,0,6,464983,Sud,Finance,22/02/2023,Small,HR Consulting Group,Sales,Sud
272,193,71,45,11/05/2025,31/05/2025,Completata,Media,6708,147576,818376,20,False,Alessandro Ricci,Account Recruiter,Sales,Nord,Junior,5,3,0,6,464983,Sud,Insurance,26/04/2024,Small,Talent Partners,Risk Management,Sud
273,557,123,46,07/03/2025,12/03/2025,Chiusa,Bassa,3830,8426,46726,5,False,Sara Marino,Recruiter,IT,Centro,Mid,8,6,0,75,403515,Sud,Insurance,03/06/2026,Enterprise,Executive Search Italia,Risk Management,Sud
274,22,266,46,19/05/2025,22/05/2025,Conclusa,Bassa,2627,57794,320494,3,False,Sara Marino,Recruiter,IT,Centro,Mid,8,6,0,75,403515,Sud,Consulting,29/09/2023,Small,Alpha Talent Network,IT,Sud
275,60,161,46,01/02/2025,26/02/2025,Completata,Media,6103,134266,744566,25,True,Sara Marino,Recruiter,IT,Centro,Mid,8,6,0,75,403515,Sud,IT,31/08/2024,Small,Talent Partners,IT,Sud
276,462,524,46,06/02/2024,27/02/2024,Chiusa,Media,6932,152504,845704,21,True,Sara Marino,Recruiter,IT,Centro,Mid,8,6,0,75,403515,Sud,Reinsurance,20/12/2025,Enterprise,Recruiting Solutions,Compliance,Sud
277,56,441,47,29/01/2024,23/02/2024,Conclusa,Media,6253,137566,762866,25,True,Davide Greco,Senior Recruiter,Finance,Sud,Senior,12,2,0,17,40922,Sud,Finance,03/05/2023,Small,Talent Partners,Risk Management,Sud
278,70,239,47,20/12/2024,24/12/2024,Completata,Bassa,3255,7161,39711,4,False,Davide Greco,Senior Recruiter,Finance,Sud,Senior,12,2,0,17,40922,Sud,IT,25/09/2023,Small,Strategic Search Partners,Sales,Sud
279,27,335,47,24/09/2025,18/10/2025,Chiusa,Media,6224,136928,759328,24,True,Davide Greco,Senior Recruiter,Finance,Sud,Senior,12,2,0,17,40922,Sud,Insurance,23/07/2024,Small,Career Advisory,Risk Management,Sud
280,489,266,47,27/11/2024,06/12/2024,Conclusa,Bassa,2455,5401,29951,9,False,Davide Greco,Senior Recruiter,Finance,Sud,Senior,12,2,0,17,40922,Sud,Reinsurance,08/05/2026,Enterprise,Alpha Talent Network,IT,Sud
281,161,186,47,14/10/2024,25/10/2024,Completata,Bassa,3044,66968,371368,11,False,Davide Greco,Senior Recruiter,Finance,Sud,Senior,12,2,0,17,40922,Sud,Consulting,11/05/2023,Small,Alpha Talent Network,Compliance,Sud
282,330,586,48,24/08/2025,01/09/2025,Chiusa,Media,7161,157542,873642,8,False,Elena Bruno,HR Consultant,Compliance,Nord,Junior,5,5,1,460667,111211,Centro,IT,20/12/2025,Medium,Alpha Talent Network,Sales,Centro
283,343,538,48,01/04/2025,12/04/2025,Conclusa,Bassa,3066,67452,374052,11,False,Elena Bruno,HR Consultant,Compliance,Nord,Junior,5,5,1,460667,111211,Centro,Reinsurance,02/01/2026,Medium,Global Recruitment Services,Sales,Centro
284,376,111,48,26/09/2025,04/10/2025,Completata,Bassa,2721,59862,331962,8,False,Elena Bruno,HR Consultant,Compliance,Nord,Junior,5,5,1,460667,111211,Centro,Finance,13/10/2025,Medium,Talent Partners,Sales,Centro
285,503,313,48,16/04/2024,22/04/2024,Chiusa,Bassa,3303,72666,402966,6,False,Elena Bruno,HR Consultant,Compliance,Nord,Junior,5,5,1,460667,111211,Centro,Finance,25/01/2025,Enterprise,Executive Search Italia,Risk Management,Centro
286,31,345,48,01/04/2024,09/04/2024,Conclusa,Media,7481,164582,912682,8,False,Elena Bruno,HR Consultant,Compliance,Nord,Junior,5,5,1,460667,111211,Centro,Finance,14/07/2023,Small,Career Advisory,Compliance,Centro
287,516,420,49,15/04/2025,,Assegnata,Alta,12868,283096,1569896,40,True,Matteo Gallo,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,1,0,12,434628,Sud,IT,03/07/2025,Enterprise,NextGen Talent Advisors,Compliance,Sud
288,536,555,49,26/05/2025,13/06/2025,Completata,Media,7660,16852,93452,18,False,Matteo Gallo,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,1,0,12,434628,Sud,Insurance,14/07/2025,Enterprise,Career Advisory,IT,Sud
289,569,540,49,01/06/2025,,In attesa cliente,Alta,14415,31713,175863,41,True,Matteo Gallo,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,1,0,12,434628,Sud,Reinsurance,25/01/2025,Enterprise,NextGen Talent Advisors,Compliance,Sud
290,481,587,49,11/10/2024,17/11/2024,Chiusa,Alta,13024,286528,1588928,37,True,Matteo Gallo,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,1,0,12,434628,Sud,Finance,08/01/2026,Enterprise,People First Consulting,Risk Management,Sud
291,91,58,49,04/04/2025,03/05/2025,Conclusa,Alta,13140,28908,160308,29,True,Matteo Gallo,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,1,0,12,434628,Sud,Finance,07/08/2023,Small,Global Recruitment Services,Risk Management,Sud
292,579,540,49,07/03/2024,01/04/2024,Completata,Alta,12876,283272,1570872,25,True,Matteo Gallo,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,1,0,12,434628,Sud,IT,05/06/2025,Enterprise,NextGen Talent Advisors,Compliance,Sud
293,148,201,49,22/11/2025,14/12/2025,Chiusa,Media,7058,155276,861076,22,True,Matteo Gallo,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,1,0,12,434628,Sud,Finance,28/07/2024,Small,Talent Partners,Risk Management,Sud
294,579,281,49,26/12/2024,05/01/2025,Conclusa,Bassa,3957,87054,482754,10,False,Matteo Gallo,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,1,0,12,434628,Sud,IT,05/06/2025,Enterprise,Talent Partners,Compliance,Sud
295,128,188,49,08/05/2024,19/05/2024,Completata,Bassa,2033,44726,248026,11,False,Matteo Gallo,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,1,0,12,434628,Sud,Insurance,28/09/2023,Small,Global Recruitment Services,Risk Management,Sud
296,302,185,49,01/03/2024,25/03/2024,Chiusa,Media,6479,142538,790438,24,True,Matteo Gallo,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,1,0,12,434628,Sud,Reinsurance,01/01/2025,Medium,Career Advisory,Sales,Sud
297,497,66,49,15/06/2024,01/07/2024,Conclusa,Alta,13037,286814,1590514,16,False,Matteo Gallo,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,1,0,12,434628,Sud,Real Estate,23/12/2025,Enterprise,Alpha Talent Network,Risk Management,Sud
298,84,598,50,29/02/2024,11/04/2024,Completata,Alta,13516,297352,1648952,42,True,Valentina Conti,Account Recruiter,Sales,Sud,Senior,12,4,0,33,389098,Nord,Insurance,10/01/2023,Small,Global Recruitment Services,Sales,Nord
299,408,42,50,14/11/2024,21/11/2024,Chiusa,Bassa,3170,6974,38674,7,False,Valentina Conti,Account Recruiter,Sales,Sud,Senior,12,4,0,33,389098,Nord,Insurance,08/05/2026,Medium,HR Consulting Group,Sales,Nord
300,306,222,50,31/10/2025,16/11/2025,Conclusa,Alta,13007,286154,1586854,16,False,Valentina Conti,Account Recruiter,Sales,Sud,Senior,12,4,0,33,389098,Nord,Real Estate,06/01/2026,Medium,HR Consulting Group,Risk Management,Nord
301,267,445,50,25/08/2024,15/09/2024,Completata,Media,7250,15950,88450,21,True,Valentina Conti,Account Recruiter,Sales,Sud,Senior,12,4,0,33,389098,Nord,Insurance,11/11/2024,Medium,Career Advisory,Finance,Nord
302,471,88,50,12/03/2024,,In valutazione,Alta,12601,277222,1537322,35,True,Valentina Conti,Account Recruiter,Sales,Sud,Senior,12,4,0,33,389098,Nord,Insurance,18/09/2025,Enterprise,Global Recruitment Services,Risk Management,Nord
303,104,133,50,02/08/2025,19/08/2025,Chiusa,Media,7797,171534,951234,17,False,Valentina Conti,Account Recruiter,Sales,Sud,Senior,12,4,0,33,389098,Nord,Finance,06/11/2023,Small,Executive Search Italia,Finance,Nord
304,260,573,50,05/06/2025,21/06/2025,Conclusa,Alta,14342,315524,1749724,16,False,Valentina Conti,Account Recruiter,Sales,Sud,Senior,12,4,0,33,389098,Nord,Reinsurance,17/02/2024,Medium,Executive Search Italia,IT,Nord
305,208,68,50,05/12/2025,10/12/2025,Completata,Bassa,3147,69234,383934,5,False,Valentina Conti,Account Recruiter,Sales,Sud,Senior,12,4,0,33,389098,Nord,Finance,13/10/2023,Medium,Global Recruitment Services,Compliance,Nord
306,389,135,51,27/07/2024,18/08/2024,Chiusa,Media,6822,150084,832284,22,True,Andrea De Luca,Recruiter,IT,Nord,Junior,5,7,1,454642,919,Nord,Insurance,02/07/2025,Medium,Career Advisory,Risk Management,Nord
307,406,457,51,08/07/2024,,In lavorazione,Alta,14124,310728,1723128,32,True,Andrea De Luca,Recruiter,IT,Nord,Junior,5,7,1,454642,919,Nord,IT,15/02/2026,Medium,People First Consulting,IT,Nord
308,412,591,51,07/05/2024,10/05/2024,Conclusa,Bassa,3028,66616,369416,3,False,Andrea De Luca,Recruiter,IT,Nord,Junior,5,7,1,454642,919,Nord,Real Estate,04/12/2025,Medium,Talent Partners,IT,Nord
309,547,42,51,29/03/2025,23/04/2025,Completata,Alta,13003,286066,1586366,25,True,Andrea De Luca,Recruiter,IT,Nord,Junior,5,7,1,454642,919,Nord,Insurance,08/01/2026,Enterprise,HR Consulting Group,Sales,Nord
310,553,130,51,09/03/2024,20/03/2024,Chiusa,Bassa,3314,72908,404308,11,False,Andrea De Luca,Recruiter,IT,Nord,Junior,5,7,1,454642,919,Nord,Reinsurance,18/11/2025,Enterprise,NextGen Talent Advisors,Compliance,Nord
311,430,42,51,25/03/2025,03/04/2025,Conclusa,Bassa,3147,69234,383934,9,False,Andrea De Luca,Recruiter,IT,Nord,Junior,5,7,1,454642,919,Nord,Consulting,17/02/2026,Medium,HR Consulting Group,Sales,Nord
312,391,454,52,15/11/2025,25/11/2025,Completata,Bassa,3958,87076,482876,10,False,Chiara Mancini,Senior Recruiter,Finance,Centro,Mid,8,3,0,38,431107,Centro,Real Estate,29/09/2025,Medium,Recruiting Solutions,IT,Centro
313,343,312,52,25/04/2024,12/05/2024,Chiusa,Media,7384,162448,900848,17,False,Chiara Mancini,Senior Recruiter,Finance,Centro,Mid,8,3,0,38,431107,Centro,Reinsurance,02/01/2026,Medium,HR Consulting Group,Risk Management,Centro
314,277,560,52,03/12/2024,15/12/2024,Conclusa,Bassa,3980,8756,48556,12,False,Chiara Mancini,Senior Recruiter,Finance,Centro,Mid,8,3,0,38,431107,Centro,Insurance,08/11/2023,Medium,NextGen Talent Advisors,Compliance,Centro
315,172,421,52,19/02/2024,07/03/2024,Completata,Media,6967,153274,849974,17,False,Chiara Mancini,Senior Recruiter,Finance,Centro,Mid,8,3,0,38,431107,Centro,Real Estate,29/12/2023,Small,Talent Partners,Finance,Centro
316,456,309,53,18/08/2025,05/09/2025,Chiusa,Media,7536,165792,919392,18,False,Federico Costa,HR Consultant,Compliance,Sud,Senior,12,6,0,5,375079,Sud,Finance,17/08/2025,Enterprise,Strategic Search Partners,Sales,Sud
317,190,119,53,30/06/2024,26/07/2024,Conclusa,Alta,14456,318032,1763632,26,True,Federico Costa,HR Consultant,Compliance,Sud,Senior,12,6,0,5,375079,Sud,Real Estate,21/04/2023,Small,Strategic Search Partners,Sales,Sud
318,334,265,53,30/06/2024,11/07/2024,Completata,Media,6820,15004,83204,11,False,Federico Costa,HR Consultant,Compliance,Sud,Senior,12,6,0,5,375079,Sud,Reinsurance,07/06/2026,Medium,Career Advisory,Compliance,Sud
319,541,476,53,23/11/2025,05/12/2025,Chiusa,Media,6107,134354,745054,12,False,Federico Costa,HR Consultant,Compliance,Sud,Senior,12,6,0,5,375079,Sud,Reinsurance,02/01/2026,Enterprise,Alpha Talent Network,Sales,Sud
320,396,116,53,14/03/2025,18/03/2025,Conclusa,Bassa,3919,86218,478118,4,False,Federico Costa,HR Consultant,Compliance,Sud,Senior,12,6,0,5,375079,Sud,IT,20/12/2025,Medium,Alpha Talent Network,Risk Management,Sud
321,459,67,53,14/11/2025,24/11/2025,Completata,Bassa,3976,87472,485072,10,False,Federico Costa,HR Consultant,Compliance,Sud,Senior,12,6,0,5,375079,Sud,Finance,22/04/2026,Enterprise,People First Consulting,IT,Sud
322,554,255,53,04/01/2025,25/01/2025,Chiusa,Alta,13096,288112,1597712,21,True,Federico Costa,HR Consultant,Compliance,Sud,Senior,12,6,0,5,375079,Sud,Reinsurance,10/11/2025,Enterprise,Career Advisory,IT,Sud
323,592,129,53,21/05/2024,14/06/2024,Conclusa,Media,6992,153824,853024,24,True,Federico Costa,HR Consultant,Compliance,Sud,Senior,12,6,0,5,375079,Sud,Consulting,02/09/2025,Enterprise,Strategic Search Partners,IT,Sud
324,199,514,54,08/12/2025,13/12/2025,Completata,Bassa,3938,86636,480436,5,False,Martina Lombardi,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,2,0,4,444949,Centro,Reinsurance,22/08/2023,Small,Recruiting Solutions,Risk Management,Centro
325,77,494,54,29/01/2024,09/02/2024,Chiusa,Bassa,2036,44792,248392,11,False,Martina Lombardi,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,2,0,4,444949,Centro,IT,15/05/2023,Small,Recruiting Solutions,Compliance,Centro
326,5,136,54,16/02/2024,21/02/2024,Conclusa,Bassa,3969,87318,484218,5,False,Martina Lombardi,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,2,0,4,444949,Centro,Insurance,21/02/2023,Small,Alpha Talent Network,IT,Centro
327,259,111,54,12/11/2025,20/11/2025,Completata,Media,6235,13717,76067,8,False,Martina Lombardi,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,2,0,4,444949,Centro,Reinsurance,01/12/2023,Medium,Talent Partners,Sales,Centro
328,316,124,54,21/04/2025,16/05/2025,Chiusa,Media,7251,159522,884622,25,True,Martina Lombardi,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,2,0,4,444949,Centro,Real Estate,14/02/2025,Medium,Recruiting Solutions,Sales,Centro
329,252,442,55,15/10/2025,18/10/2025,Conclusa,Bassa,2047,45034,249734,3,False,Simone Moretti,Account Recruiter,Sales,Centro,Mid,8,5,0,62,423498,Nord,Reinsurance,10/11/2024,Medium,HR Consulting Group,Finance,Nord
330,300,299,55,11/07/2024,31/07/2024,Completata,Media,7673,168806,936106,20,False,Simone Moretti,Account Recruiter,Sales,Centro,Mid,8,5,0,62,423498,Nord,Consulting,10/12/2023,Medium,Strategic Search Partners,IT,Nord
331,17,153,55,10/11/2025,17/12/2025,Chiusa,Alta,13470,29634,164334,37,True,Simone Moretti,Account Recruiter,Sales,Centro,Mid,8,5,0,62,423498,Nord,IT,02/03/2023,Small,Executive Search Italia,Compliance,Nord
332,201,447,55,10/08/2025,20/08/2025,Conclusa,Media,6283,138226,766526,10,False,Simone Moretti,Account Recruiter,Sales,Centro,Mid,8,5,0,62,423498,Nord,Real Estate,25/01/2023,Medium,People First Consulting,Risk Management,Nord
333,332,598,55,30/05/2024,,Assegnata,Alta,13366,294052,1630652,43,True,Simone Moretti,Account Recruiter,Sales,Centro,Mid,8,5,0,62,423498,Nord,Consulting,22/03/2026,Medium,Global Recruitment Services,Sales,Nord
334,459,486,56,15/03/2025,31/03/2025,Completata,Alta,13613,299486,1660786,16,False,Laura Barbieri,Recruiter,IT,Sud,Senior,12,1,0,8,381938,Sud,Finance,22/04/2026,Enterprise,Alpha Talent Network,Compliance,Sud
335,261,44,56,01/04/2025,,In attesa cliente,Alta,14130,31086,172386,32,True,Laura Barbieri,Recruiter,IT,Sud,Senior,12,1,0,8,381938,Sud,Consulting,14/12/2024,Medium,Recruiting Solutions,Finance,Sud
